id,rank_team1,total_points_team1,rank_team2,total_points_team2,is_team1_won
299,162.0,0.0,12.0,0.0,0
300,97.0,0.0,123.0,0.0,1
302,183.0,84.52,192.0,63.75,0
303,61.0,0.0,72.0,0.0,1
305,51.0,0.0,102.0,0.0,1
310,83.0,423.09,25.0,881.34,0
312,71.0,491.17,105.0,334.78,1
313,44.0,0.0,7.0,0.0,0
315,25.0,0.0,27.0,0.0,1
316,68.0,0.0,77.0,0.0,1
318,182.0,0.0,167.0,0.0,1
319,3.0,0.0,18.0,0.0,1
320,35.0,723.51,44.0,676.21,1
321,104.0,0.0,94.0,0.0,1
323,113.0,0.0,106.0,0.0,1
324,24.0,0.0,42.0,0.0,1
326,17.0,0.0,150.0,0.0,1
328,178.0,77.41,143.0,176.59,1
330,63.0,0.0,37.0,0.0,1
333,46.0,573.26,32.0,711.49,1
334,3.0,0.0,42.0,0.0,1
336,103.0,310.1,85.0,387.75,1
337,165.0,0.0,157.0,0.0,1
338,63.0,540.45,104.0,329.1,0
341,32.0,0.0,31.0,0.0,1
342,48.0,0.0,80.0,0.0,0
343,108.0,0.0,33.0,0.0,1
345,32.0,746.31,14.0,936.61,0
346,172.0,0.0,186.0,0.0,1
347,53.0,0.0,65.0,0.0,0
350,52.0,558.79,69.0,480.18,1
351,138.0,206.16,128.0,230.52,1
353,12.0,0.0,161.0,0.0,1
355,20.0,0.0,13.0,0.0,0
356,5.0,1144.32,29.0,775.15,1
358,47.0,0.0,57.0,0.0,0
361,19.0,0.0,40.0,0.0,1
363,58.0,529.63,104.0,304.53,0
365,50.0,0.0,87.0,0.0,1
366,49.0,0.0,93.0,0.0,0
368,177.0,88.63,30.0,793.33,0
369,118.0,249.34,148.0,146.14,0
370,2.0,1437.0,154.0,147.05,1
371,94.0,0.0,41.0,0.0,1
373,114.0,293.76,135.0,244.93,0
374,65.0,0.0,15.0,0.0,0
375,103.0,0.0,134.0,0.0,1
376,14.0,1072.45,49.0,669.56,0
377,24.0,0.0,59.0,0.0,0
379,35.0,735.06,26.0,846.27,1
382,130.0,223.42,118.0,254.87,0
384,76.0,0.0,31.0,0.0,0
385,10.0,1197.7,46.0,686.06,1
386,16.0,938.33,131.0,254.57,1
388,45.0,0.0,31.0,0.0,0
393,24.0,0.0,123.0,0.0,1
394,72.0,493.36,27.0,787.5,1
398,157.0,128.71,151.0,153.59,0
400,138.0,0.0,68.0,0.0,0
401,43.0,640.37,40.0,679.3,0
402,196.0,41.3,188.0,60.82,1
405,122.0,275.77,19.0,924.71,0
407,100.0,0.0,71.0,0.0,0
408,41.0,0.0,133.0,0.0,1
410,47.0,0.0,96.0,0.0,0
412,49.0,621.14,78.0,445.31,1
413,45.0,0.0,9.0,0.0,0
414,26.0,0.0,114.0,0.0,1
415,89.0,0.0,102.0,0.0,1
417,28.0,0.0,168.0,0.0,1
418,128.0,0.0,133.0,0.0,0
419,97.0,0.0,77.0,0.0,0
420,77.0,0.0,71.0,0.0,1
421,158.0,135.19,190.0,38.88,1
423,64.0,0.0,23.0,0.0,1
424,95.0,375.03,156.0,144.59,1
427,97.0,0.0,170.0,0.0,1
428,158.0,141.15,99.0,351.29,0
429,110.0,312.04,22.0,833.02,1
431,139.0,0.0,112.0,0.0,0
433,51.0,588.18,114.0,268.96,0
435,14.0,0.0,53.0,0.0,1
436,7.0,1311.68,97.0,353.68,1
439,9.0,1155.88,3.0,1330.63,1
441,54.0,0.0,187.0,0.0,1
442,118.0,0.0,107.0,0.0,1
446,61.0,513.05,91.0,356.46,1
450,30.0,0.0,46.0,0.0,1
453,156.0,0.0,113.0,0.0,0
454,45.0,0.0,145.0,0.0,1
455,46.0,0.0,105.0,0.0,1
456,60.0,0.0,120.0,0.0,1
457,86.0,427.63,112.0,313.3,0
461,39.0,0.0,14.0,0.0,0
463,64.0,550.49,9.0,1124.9,0
464,91.0,369.41,99.0,329.84,1
467,75.0,0.0,40.0,0.0,0
468,62.0,0.0,28.0,0.0,1
469,58.0,0.0,75.0,0.0,1
471,23.0,0.0,3.0,0.0,0
472,110.0,0.0,72.0,0.0,0
473,154.0,0.0,87.0,0.0,0
474,52.0,580.71,4.0,1178.13,0
476,89.0,391.62,156.0,144.59,1
481,59.0,0.0,35.0,0.0,1
483,33.0,750.01,67.0,499.05,1
484,147.0,157.91,121.0,243.39,0
486,181.0,0.0,178.0,0.0,0
487,62.0,0.0,25.0,0.0,0
488,11.0,0.0,79.0,0.0,1
489,18.0,0.0,24.0,0.0,1
490,10.0,0.0,44.0,0.0,1
491,118.0,0.0,63.0,0.0,1
494,154.0,0.0,171.0,0.0,1
495,12.0,0.0,49.0,0.0,1
498,4.0,1388.08,34.0,715.39,0
500,34.0,0.0,16.0,0.0,1
501,124.0,0.0,62.0,0.0,0
502,2.0,0.0,13.0,0.0,0
503,37.0,704.44,13.0,1034.82,0
505,38.0,0.0,36.0,0.0,1
506,148.0,0.0,107.0,0.0,1
507,67.0,0.0,75.0,0.0,1
510,130.0,244.79,87.0,410.66,1
511,27.0,0.0,125.0,0.0,0
512,4.0,0.0,131.0,0.0,1
514,124.0,271.29,161.0,145.61,0
515,32.0,0.0,167.0,0.0,1
517,122.0,252.65,73.0,431.19,0
521,157.0,164.49,186.0,66.05,1
523,163.0,0.0,22.0,0.0,0
524,18.0,0.0,26.0,0.0,1
525,13.0,0.0,7.0,0.0,0
526,17.0,0.0,8.0,0.0,0
527,64.0,0.0,62.0,0.0,1
528,15.0,0.0,1.0,0.0,0
530,137.0,0.0,183.0,0.0,0
532,58.0,0.0,38.0,0.0,0
533,57.0,0.0,128.0,0.0,1
534,187.0,51.05,91.0,393.72,0
536,78.0,0.0,41.0,0.0,0
537,71.0,476.64,128.0,267.27,1
540,167.0,0.0,52.0,0.0,0
543,108.0,0.0,105.0,0.0,0
545,153.0,143.97,166.0,113.7,0
547,150.0,0.0,124.0,0.0,1
551,88.0,399.87,88.0,400.17,1
553,136.0,231.31,179.0,93.23,1
556,150.0,0.0,86.0,0.0,1
557,70.0,0.0,64.0,0.0,1
558,3.0,0.0,194.0,0.0,1
560,149.0,0.0,159.0,0.0,0
561,11.0,0.0,53.0,0.0,0
563,96.0,354.04,33.0,720.44,0
567,23.0,0.0,88.0,0.0,0
570,7.0,1233.94,70.0,499.94,0
571,181.0,0.0,165.0,0.0,1
572,23.0,0.0,37.0,0.0,0
573,39.0,0.0,43.0,0.0,1
575,41.0,0.0,47.0,0.0,1
576,50.0,665.7,13.0,1119.36,0
577,58.0,0.0,36.0,0.0,0
578,27.0,0.0,92.0,0.0,1
582,19.0,0.0,165.0,0.0,1
583,64.0,533.61,35.0,723.51,0
585,137.0,235.91,179.0,81.16,0
587,90.0,0.0,116.0,0.0,1
588,26.0,0.0,106.0,0.0,1
591,133.0,198.36,150.0,142.2,1
592,52.0,0.0,109.0,0.0,1
594,20.0,879.55,51.0,601.39,0
595,42.0,0.0,21.0,0.0,0
597,127.0,0.0,125.0,0.0,0
598,108.0,0.0,136.0,0.0,1
599,5.0,0.0,13.0,0.0,0
601,135.0,227.26,6.0,1317.7,0
606,74.0,448.04,49.0,595.09,1
608,25.0,858.02,27.0,837.28,1
610,140.0,160.98,128.0,203.66,0
613,122.0,292.5,62.0,555.34,0
614,40.0,670.16,83.0,441.34,1
616,180.0,57.15,173.0,73.86,0
618,9.0,0.0,37.0,0.0,0
621,35.0,0.0,14.0,0.0,0
623,66.0,514.57,87.0,412.41,0
625,61.0,0.0,111.0,0.0,1
626,122.0,0.0,121.0,0.0,1
627,117.0,0.0,53.0,0.0,0
628,27.0,0.0,88.0,0.0,1
629,54.0,597.39,76.0,441.6,0
630,73.0,0.0,31.0,0.0,0
633,28.0,0.0,68.0,0.0,1
634,121.0,0.0,45.0,0.0,1
635,74.0,0.0,96.0,0.0,1
637,70.0,0.0,78.0,0.0,1
638,73.0,0.0,51.0,0.0,1
641,114.0,0.0,133.0,0.0,1
643,24.0,0.0,27.0,0.0,0
644,65.0,0.0,45.0,0.0,0
645,57.0,0.0,63.0,0.0,1
647,139.0,0.0,99.0,0.0,0
648,64.0,502.82,8.0,1106.24,0
649,57.0,0.0,58.0,0.0,0
650,105.0,0.0,44.0,0.0,0
651,108.0,0.0,38.0,0.0,0
652,52.0,0.0,12.0,0.0,0
654,21.0,0.0,80.0,0.0,0
658,100.0,0.0,126.0,0.0,0
659,52.0,0.0,4.0,0.0,0
661,148.0,168.06,163.0,108.76,1
662,66.0,0.0,36.0,0.0,0
666,194.0,48.2,175.0,106.62,0
669,55.0,0.0,56.0,0.0,1
670,80.0,426.47,150.0,151.84,1
672,58.0,0.0,11.0,0.0,0
673,75.0,0.0,82.0,0.0,0
674,11.0,0.0,54.0,0.0,0
677,119.0,0.0,56.0,0.0,0
678,104.0,0.0,109.0,0.0,0
682,95.0,366.45,153.0,149.79,1
683,108.0,0.0,105.0,0.0,0
685,76.0,0.0,140.0,0.0,0
686,57.0,0.0,65.0,0.0,0
687,2.0,0.0,22.0,0.0,1
688,24.0,0.0,53.0,0.0,1
691,56.0,0.0,26.0,0.0,0
692,35.0,0.0,14.0,0.0,0
699,122.0,0.0,106.0,0.0,1
702,130.0,0.0,43.0,0.0,0
704,16.0,964.36,140.0,184.45,1
705,117.0,0.0,144.0,0.0,1
708,117.0,0.0,188.0,0.0,1
710,78.0,411.51,107.0,308.49,0
711,72.0,0.0,101.0,0.0,1
713,31.0,0.0,13.0,0.0,0
714,21.0,0.0,52.0,0.0,0
717,127.0,0.0,26.0,0.0,0
718,83.0,424.54,63.0,492.52,1
719,143.0,0.0,172.0,0.0,0
720,23.0,0.0,14.0,0.0,1
722,34.0,746.31,15.0,1029.14,0
723,163.0,0.0,169.0,0.0,1
724,168.0,0.0,170.0,0.0,0
725,7.0,0.0,16.0,0.0,0
728,29.0,0.0,126.0,0.0,1
729,59.0,566.38,71.0,494.86,0
730,199.0,15.31,154.0,128.13,0
733,31.0,0.0,55.0,0.0,1
734,189.0,48.88,158.0,133.61,0
735,172.0,0.0,135.0,0.0,1
737,66.0,0.0,42.0,0.0,1
738,53.0,0.0,1.0,0.0,1
741,125.0,0.0,161.0,0.0,1
742,144.0,214.91,118.0,302.42,0
743,114.0,0.0,151.0,0.0,1
744,90.0,0.0,79.0,0.0,1
745,93.0,0.0,83.0,0.0,0
747,84.0,0.0,64.0,0.0,1
748,37.0,0.0,39.0,0.0,0
759,102.0,336.22,187.0,53.92,0
762,140.0,0.0,68.0,0.0,1
764,37.0,704.44,57.0,546.55,1
765,23.0,0.0,115.0,0.0,1
766,63.0,0.0,72.0,0.0,0
767,4.0,0.0,23.0,0.0,0
768,164.0,134.63,167.0,122.96,1
769,81.0,0.0,3.0,0.0,0
771,82.0,411.8,86.0,384.25,0
772,37.0,0.0,43.0,0.0,0
773,179.0,0.0,105.0,0.0,1
774,28.0,0.0,34.0,0.0,1
775,69.0,0.0,55.0,0.0,1
776,28.0,0.0,50.0,0.0,1
777,156.0,0.0,182.0,0.0,1
778,104.0,0.0,32.0,0.0,0
780,109.0,0.0,99.0,0.0,0
781,101.0,0.0,99.0,0.0,1
783,80.0,0.0,88.0,0.0,0
784,70.0,491.08,74.0,477.42,1
789,81.0,0.0,104.0,0.0,1
790,61.0,0.0,21.0,0.0,0
791,109.0,0.0,81.0,0.0,0
792,24.0,0.0,10.0,0.0,0
793,76.0,470.78,10.0,1155.44,0
796,139.0,191.83,161.0,117.82,1
797,66.0,514.57,96.0,374.08,1
798,76.0,453.72,84.0,430.93,1
799,25.0,0.0,34.0,0.0,0
801,112.0,0.0,127.0,0.0,1
803,6.0,0.0,20.0,0.0,1
807,50.0,0.0,58.0,0.0,1
808,100.0,0.0,181.0,0.0,1
809,121.0,0.0,60.0,0.0,0
812,147.0,0.0,67.0,0.0,0
814,102.0,0.0,171.0,0.0,0
816,35.0,0.0,58.0,0.0,1
818,54.0,0.0,21.0,0.0,0
820,9.0,0.0,123.0,0.0,1
822,47.0,597.51,14.0,961.27,0
828,70.0,0.0,88.0,0.0,1
833,5.0,0.0,16.0,0.0,1
837,12.0,0.0,43.0,0.0,1
838,103.0,332.57,93.0,363.2,1
842,142.0,0.0,68.0,0.0,1
843,41.0,0.0,52.0,0.0,0
847,47.0,0.0,64.0,0.0,0
848,55.0,0.0,102.0,0.0,0
850,111.0,0.0,171.0,0.0,1
851,155.0,149.16,198.0,20.0,1
852,116.0,0.0,116.0,0.0,1
854,32.0,0.0,30.0,0.0,1
855,17.0,0.0,88.0,0.0,0
856,51.0,601.39,20.0,879.55,1
857,73.0,453.77,50.0,590.65,1
859,41.0,0.0,59.0,0.0,1
860,92.0,0.0,116.0,0.0,0
863,69.0,0.0,129.0,0.0,1
864,19.0,989.45,31.0,806.07,1
866,78.0,452.07,77.0,467.54,1
868,99.0,347.94,69.0,518.48,0
871,13.0,0.0,54.0,0.0,0
875,120.0,0.0,52.0,0.0,0
880,98.0,0.0,146.0,0.0,1
881,191.0,0.0,199.0,0.0,1
882,33.0,0.0,49.0,0.0,1
884,176.0,0.0,112.0,0.0,0
885,103.0,0.0,4.0,0.0,0
886,47.0,597.55,10.0,1024.16,1
888,10.0,0.0,40.0,0.0,1
889,102.0,0.0,83.0,0.0,0
890,43.0,622.76,35.0,729.58,0
891,45.0,0.0,89.0,0.0,1
896,3.0,1496.26,85.0,382.39,0
897,96.0,0.0,65.0,0.0,1
898,32.0,709.58,123.0,275.06,1
900,74.0,0.0,108.0,0.0,0
901,156.0,0.0,131.0,0.0,0
902,56.0,0.0,103.0,0.0,1
903,33.0,0.0,100.0,0.0,0
905,104.0,0.0,100.0,0.0,0
907,38.0,0.0,15.0,0.0,1
910,75.0,449.97,29.0,778.69,0
911,37.0,689.43,100.0,338.93,0
912,129.0,260.47,81.0,420.47,0
913,80.0,0.0,48.0,0.0,0
917,76.0,461.23,38.0,720.93,0
918,53.0,0.0,46.0,0.0,0
919,13.0,1040.33,47.0,635.14,1
921,10.0,1161.72,56.0,616.95,1
922,114.0,260.5,153.0,132.0,1
923,127.0,0.0,153.0,0.0,1
926,32.0,0.0,69.0,0.0,0
928,42.0,0.0,59.0,0.0,1
929,120.0,0.0,126.0,0.0,0
930,127.0,0.0,58.0,0.0,0
931,17.0,0.0,1.0,0.0,0
932,106.0,0.0,150.0,0.0,1
933,29.0,0.0,114.0,0.0,1
934,3.0,0.0,46.0,0.0,1
936,40.0,0.0,36.0,0.0,0
938,86.0,0.0,55.0,0.0,0
939,83.0,0.0,4.0,0.0,0
940,7.0,0.0,44.0,0.0,1
944,16.0,0.0,3.0,0.0,0
949,174.0,0.0,173.0,0.0,0
950,111.0,0.0,95.0,0.0,1
951,56.0,0.0,29.0,0.0,0
953,125.0,0.0,104.0,0.0,0
958,49.0,640.59,149.0,145.79,1
959,105.0,0.0,199.0,0.0,1
961,35.0,751.69,26.0,838.6,1
962,115.0,325.99,144.0,222.15,0
963,63.0,549.75,101.0,338.16,1
964,127.0,0.0,149.0,0.0,1
966,8.0,1043.64,13.0,975.13,0
968,114.0,0.0,122.0,0.0,0
970,139.0,213.85,207.0,0.0,1
971,133.0,198.0,110.0,284.72,0
972,151.0,0.0,124.0,0.0,0
974,59.0,0.0,50.0,0.0,1
975,114.0,0.0,105.0,0.0,1
977,55.0,0.0,101.0,0.0,1
979,59.0,542.54,164.0,110.04,1
982,136.0,207.97,108.0,296.68,0
984,29.0,0.0,11.0,0.0,1
985,29.0,822.08,79.0,430.15,1
988,108.0,0.0,160.0,0.0,1
989,82.0,0.0,43.0,0.0,0
990,186.0,0.0,115.0,0.0,0
992,107.0,0.0,109.0,0.0,0
994,99.0,0.0,17.0,0.0,0
997,60.0,0.0,83.0,0.0,0
998,47.0,0.0,56.0,0.0,1
1000,105.0,302.01,39.0,621.79,0
1001,107.0,324.12,75.0,470.98,0
1004,203.0,0.0,80.0,0.0,0
1006,103.0,330.97,57.0,547.09,0
1007,76.0,0.0,56.0,0.0,0
1009,81.0,0.0,141.0,0.0,1
1010,90.0,361.43,115.0,303.21,0
1011,77.0,0.0,73.0,0.0,0
1012,113.0,0.0,109.0,0.0,0
1013,62.0,582.19,127.0,248.72,1
1014,30.0,0.0,33.0,0.0,0
1015,107.0,0.0,101.0,0.0,1
1016,24.0,0.0,114.0,0.0,1
1019,24.0,0.0,86.0,0.0,1
1020,14.0,992.01,29.0,753.81,1
1023,72.0,0.0,41.0,0.0,0
1024,28.0,0.0,26.0,0.0,0
1028,40.0,0.0,20.0,0.0,1
1029,115.0,0.0,8.0,0.0,0
1030,137.0,0.0,174.0,0.0,1
1033,33.0,0.0,29.0,0.0,1
1034,142.0,0.0,125.0,0.0,0
1035,36.0,0.0,10.0,0.0,1
1036,7.0,0.0,14.0,0.0,0
1038,46.0,0.0,85.0,0.0,1
1040,141.0,231.25,96.0,359.2,0
1045,7.0,0.0,9.0,0.0,1
1046,66.0,0.0,7.0,0.0,0
1050,58.0,0.0,59.0,0.0,1
1052,109.0,311.78,68.0,477.72,1
1053,144.0,0.0,33.0,0.0,0
1054,49.0,601.64,135.0,223.86,0
1055,71.0,0.0,40.0,0.0,0
1056,128.0,0.0,67.0,0.0,1
1057,18.0,918.88,27.0,842.45,0
1058,8.0,1240.12,27.0,834.26,1
1065,142.0,188.64,49.0,646.05,0
1068,10.0,0.0,85.0,0.0,0
1069,103.0,331.93,97.0,348.61,0
1075,10.0,0.0,64.0,0.0,1
1076,102.0,0.0,20.0,0.0,0
1077,56.0,0.0,53.0,0.0,1
1078,57.0,0.0,127.0,0.0,0
1079,105.0,324.76,109.0,306.81,0
1080,127.0,248.13,162.0,114.11,0
1082,191.0,0.0,186.0,0.0,1
1084,6.0,0.0,11.0,0.0,0
1085,189.0,0.0,66.0,0.0,0
1088,168.0,106.44,162.0,125.35,0
1090,172.0,107.99,33.0,718.92,0
1094,162.0,0.0,47.0,0.0,0
1095,168.0,0.0,198.0,0.0,1
1096,66.0,533.75,27.0,787.5,0
1097,74.0,486.09,41.0,700.52,0
1099,9.0,0.0,137.0,0.0,0
1100,20.0,912.8,16.0,1020.06,0
1102,1.0,1442.34,31.0,745.87,1
1103,115.0,0.0,52.0,0.0,0
1105,78.0,0.0,53.0,0.0,0
1107,37.0,0.0,42.0,0.0,1
1109,86.0,0.0,19.0,0.0,0
1111,142.0,233.18,35.0,753.58,0
1112,50.0,0.0,18.0,0.0,0
1114,183.0,0.0,196.0,0.0,0
1115,54.0,0.0,59.0,0.0,0
1116,150.0,0.0,180.0,0.0,0
1118,147.0,0.0,143.0,0.0,0
1120,94.0,0.0,144.0,0.0,1
1122,16.0,0.0,90.0,0.0,1
1124,61.0,0.0,13.0,0.0,0
1125,118.0,0.0,55.0,0.0,1
1126,139.0,0.0,155.0,0.0,1
1127,154.0,0.0,83.0,0.0,0
1128,98.0,0.0,69.0,0.0,0
1129,81.0,0.0,66.0,0.0,0
1130,27.0,0.0,14.0,0.0,0
1131,10.0,0.0,16.0,0.0,1
1133,107.0,316.0,57.0,581.83,0
1134,92.0,0.0,137.0,0.0,1
1135,11.0,0.0,50.0,0.0,1
1137,49.0,0.0,17.0,0.0,0
1138,50.0,635.31,110.0,289.27,0
1139,31.0,0.0,49.0,0.0,1
1140,21.0,0.0,94.0,0.0,0
1142,25.0,0.0,51.0,0.0,1
1143,91.0,0.0,55.0,0.0,1
1144,54.0,0.0,26.0,0.0,1
1147,10.0,0.0,5.0,0.0,0
1151,60.0,0.0,80.0,0.0,0
1153,122.0,276.43,67.0,480.63,0
1155,180.0,95.29,158.0,174.92,1
1157,42.0,0.0,97.0,0.0,1
1158,134.0,245.6,124.0,277.25,0
1159,7.0,1131.9,44.0,603.79,1
1160,168.0,110.69,81.0,429.14,0
1162,60.0,0.0,148.0,0.0,1
1164,7.0,1191.23,48.0,604.1,0
1165,149.0,0.0,180.0,0.0,1
1167,60.0,0.0,6.0,0.0,0
1168,143.0,0.0,92.0,0.0,0
1170,111.0,0.0,113.0,0.0,0
1171,65.0,0.0,73.0,0.0,1
1172,105.0,334.78,71.0,491.17,1
1173,37.0,695.35,93.0,376.8,1
1178,90.0,0.0,22.0,0.0,0
1180,32.0,0.0,86.0,0.0,0
1182,44.0,0.0,43.0,0.0,0
1183,152.0,159.65,143.0,183.88,1
1189,22.0,0.0,5.0,0.0,1
1190,25.0,872.08,15.0,1065.65,1
1191,60.0,0.0,87.0,0.0,1
1192,7.0,0.0,4.0,0.0,1
1193,49.0,0.0,80.0,0.0,0
1196,58.0,0.0,36.0,0.0,1
1198,33.0,0.0,111.0,0.0,0
1200,35.0,718.81,143.0,207.15,1
1201,138.0,0.0,89.0,0.0,0
1203,11.0,0.0,8.0,0.0,0
